sal_code_2021,name,state,population,suburb_area_sq_km,Median_rent_weekly_x,Median_rent_weekly_y,median_rent_weekly
SAL50222,Burnside (Wa),WA,309.0,41.33,360.0,360.0,360.0
SAL50223,Burracoppin,WA,114.0,431.1,120.0,120.0,120.0
SAL50224,Burran Rock,WA,22.0,232.62,50.0,50.0,50.0
SAL50225,Burrup,WA,0.0,169.8,0.0,0.0,0.0
SAL50226,Burswood,WA,2779.0,4.76,430.0,430.0,430.0
SAL50227,Bushmead,WA,677.0,4.48,480.0,480.0,480.0
SAL50228,Busselton,WA,1838.0,6.45,320.0,320.0,320.0
SAL50229,Butler (Wa),WA,13473.0,7.35,340.0,340.0,340.0
SAL50230,Byford,WA,18878.0,27.44,380.0,380.0,380.0
SAL50231,Cable Beach,WA,5730.0,10.38,371.0,371.0,371.0
SAL50232,Cadoux,WA,56.0,609.59,150.0,150.0,150.0
SAL50233,Caiguna,WA,4.0,19144.0,0.0,0.0,0.0
SAL50234,Calingiri,WA,198.0,269.5,185.0,185.0,185.0
SAL50235,Calista,WA,1975.0,3.24,250.0,250.0,250.0
SAL50236,Caljie,WA,38.0,108.1,180.0,180.0,180.0
SAL50237,Callcup,WA,11.0,217.85,0.0,0.0,0.0
SAL50238,Camballin,WA,500.0,4678.23,75.0,75.0,75.0
SAL50239,Cambridge Gulf,WA,26.0,6101.84,0.0,0.0,0.0
SAL50240,Camillo,WA,4442.0,3.61,280.0,280.0,280.0
SAL50241,Cancanning,WA,35.0,359.11,150.0,150.0,150.0
SAL50242,Cane,WA,5.0,4053.03,0.0,0.0,0.0
SAL50243,Canna,WA,57.0,1068.43,88.0,88.0,88.0
SAL50244,Canning Mills,WA,26.0,46.8,200.0,200.0,200.0
SAL50245,Canning Vale,WA,34504.0,35.41,425.0,425.0,425.0
SAL50246,Cannington,WA,6875.0,5.61,350.0,350.0,350.0
SAL50247,Cape Arid,WA,4.0,4054.85,170.0,170.0,170.0
SAL50248,Cape Burney,WA,538.0,24.69,280.0,280.0,280.0
SAL50249,Cape Le Grand,WA,0.0,495.51,122.0,122.0,122.0
SAL50250,Cape Range National Park,WA,18.0,587.71,150.0,150.0,150.0
SAL50251,Capel,WA,2606.0,95.8,320.0,320.0,320.0
SAL50252,Capel River,WA,136.0,137.59,375.0,375.0,375.0
SAL50253,Capricorn,WA,79.0,20127.82,420.0,420.0,420.0
SAL50254,Caraban,WA,25.0,60.68,200.0,200.0,200.0
SAL50255,Carabooda,WA,444.0,26.39,300.0,300.0,300.0
SAL50256,Carani,WA,29.0,260.24,150.0,150.0,150.0
SAL50257,Carbla,WA,0.0,1203.53,0.0,0.0,0.0
SAL50258,Carbunup River,WA,112.0,40.47,373.0,373.0,373.0
SAL50259,Cardiff (Wa),WA,118.0,246.66,233.0,233.0,233.0
SAL50260,Cardup,WA,1163.0,15.53,500.0,500.0,500.0
SAL50261,Carey Park,WA,5155.0,5.85,270.0,270.0,270.0
SAL50262,Carine,WA,7330.0,6.51,450.0,450.0,450.0
SAL50263,Carlisle,WA,6733.0,3.54,340.0,340.0,340.0
SAL50264,Carlotta,WA,103.0,532.84,300.0,300.0,300.0
SAL50265,Carmel,WA,754.0,16.37,345.0,345.0,345.0
SAL50266,Carnamah,WA,407.0,1948.19,150.0,150.0,150.0
SAL50267,Carnarvon,WA,281.0,5.88,210.0,210.0,210.0
SAL50268,Carrabin,WA,0.0,216.42,0.0,0.0,0.0
SAL50269,Carramar (Wa),WA,7178.0,9.78,440.0,440.0,440.0
SAL50270,Carrolup,WA,49.0,242.41,0.0,0.0,0.0
SAL50271,Cartmeticup,WA,57.0,310.21,150.0,150.0,150.0
SAL50272,Cascade (Wa),WA,103.0,1852.65,210.0,210.0,210.0
SAL50273,Castletown,WA,3968.0,5.08,300.0,300.0,300.0
SAL50274,Casuarina (Wa),WA,1987.0,14.04,428.0,428.0,428.0
SAL50275,Cataby,WA,103.0,242.21,208.0,208.0,208.0
SAL50276,Catterick,WA,171.0,181.67,300.0,300.0,300.0
SAL50277,Caversham,WA,7419.0,16.35,390.0,390.0,390.0
SAL50278,Centennial Park (Wa),WA,689.0,2.96,290.0,290.0,290.0
SAL50279,Cervantes,WA,480.0,13.32,300.0,300.0,300.0
SAL50280,Chadwick,WA,164.0,9.79,222.0,222.0,222.0
SAL50281,Champion Lakes,WA,1355.0,7.75,355.0,355.0,355.0
SAL50282,Chandler (Wa),WA,18.0,398.62,0.0,0.0,0.0
SAL50283,Changerup,WA,60.0,294.5,200.0,200.0,200.0
SAL50284,Channybearup,WA,122.0,168.68,310.0,310.0,310.0
SAL50285,Chapman Hill,WA,109.0,78.73,225.0,225.0,225.0
SAL50286,Charley Creek,WA,68.0,31.39,230.0,230.0,230.0
SAL50287,Cherry Tree Pool,WA,72.0,374.06,150.0,150.0,150.0
SAL50288,Cheynes,WA,37.0,218.09,0.0,0.0,0.0
SAL50289,Chichester (Wa),WA,41.0,7563.91,0.0,0.0,0.0
SAL50290,Chidlow,WA,1821.0,59.72,380.0,380.0,380.0
SAL50291,Chittering,WA,1034.0,235.06,335.0,335.0,335.0
SAL50292,Chowerup,WA,32.0,507.33,150.0,150.0,150.0
SAL50293,Churchlands,WA,3638.0,2.33,365.0,365.0,365.0
SAL50294,City Beach,WA,6805.0,13.64,750.0,750.0,750.0
SAL50295,Clackline,WA,330.0,66.97,220.0,220.0,220.0
SAL50296,Claremont (Wa),WA,9248.0,5.4,460.0,460.0,460.0
SAL50297,Clarkson,WA,13904.0,9.0,350.0,350.0,350.0
SAL50298,Cleary,WA,3.0,537.15,0.0,0.0,0.0
SAL50299,Cleaverville,WA,8.0,9.58,0.0,0.0,0.0
SAL50300,Clifton (Wa),WA,0.0,48.12,0.0,0.0,0.0
SAL50301,Cloverdale,WA,8864.0,5.53,340.0,340.0,340.0
SAL50302,Coblinine,WA,49.0,309.98,0.0,0.0,0.0
SAL50303,Coburn,WA,0.0,1265.42,0.0,0.0,0.0
SAL50304,Cockburn Central,WA,1521.0,3.87,355.0,355.0,355.0
SAL50305,Cocklebiddy,WA,15.0,12163.8,100.0,100.0,100.0
SAL50306,Codjatotine,WA,42.0,240.78,200.0,200.0,200.0
SAL50307,Cold Harbour,WA,108.0,56.73,350.0,350.0,350.0
SAL50308,Collanilling,WA,17.0,162.09,250.0,250.0,250.0
SAL50309,College Grove,WA,1821.0,8.11,370.0,370.0,370.0
SAL50310,Collie (Wa),WA,7599.0,75.85,250.0,250.0,250.0
SAL50311,Collie Burn,WA,55.0,20.68,220.0,220.0,220.0
SAL50312,Collingwood Heights,WA,694.0,4.15,323.0,323.0,323.0
SAL50313,Collingwood Park (Wa),WA,205.0,3.03,320.0,320.0,320.0
SAL50314,Collins,WA,49.0,192.45,0.0,0.0,0.0
SAL50315,Commodine,WA,15.0,116.22,0.0,0.0,0.0
SAL50316,Como (Wa),WA,14786.0,8.97,350.0,350.0,350.0
SAL50317,Condingup,WA,280.0,1554.6,150.0,150.0,150.0
SAL50318,Connolly,WA,3675.0,3.92,415.0,415.0,415.0
SAL50319,Contine,WA,16.0,126.41,150.0,150.0,150.0
SAL50320,Coodanup,WA,4366.0,6.66,240.0,240.0,240.0
SAL50321,Coogee (Wa),WA,5345.0,7.44,430.0,430.0,430.0
SAL50322,Cookernup,WA,604.0,118.11,300.0,300.0,300.0
SAL50323,Cooladar Hill,WA,34.0,6481.96,0.0,0.0,0.0
SAL50324,Coolbellup,WA,5698.0,4.34,300.0,300.0,300.0
SAL50325,Coolbinia,WA,1751.0,1.2,350.0,350.0,350.0
SAL50326,Coolcalalaya,WA,11.0,3840.49,0.0,0.0,0.0
SAL50327,Coolgardie (Wa),WA,773.0,170.46,250.0,250.0,250.0
SAL50328,Cooljarloo,WA,13.0,909.73,0.0,0.0,0.0
SAL50329,Cooloongup,WA,6696.0,16.69,300.0,300.0,300.0
SAL50330,Coolup,WA,420.0,84.51,270.0,270.0,270.0
SAL50331,Coomalbidgup,WA,136.0,1650.73,0.0,0.0,0.0
SAL50332,Coomberdale,WA,56.0,371.78,250.0,250.0,250.0
SAL50333,Coonabidgee,WA,126.0,61.74,370.0,370.0,370.0
SAL50334,Coondle,WA,664.0,93.89,330.0,330.0,330.0
SAL50335,Coorow,WA,179.0,345.38,150.0,150.0,150.0
SAL50336,Cooya Pooya,WA,0.0,2016.0,0.0,0.0,0.0
SAL50337,Copley (Wa),WA,70.0,136.8,273.0,273.0,273.0
SAL50338,Coral Bay,WA,245.0,2.3,160.0,160.0,160.0
SAL50339,Corinthia,WA,9.0,568.04,120.0,120.0,120.0
SAL50340,Corrigin,WA,701.0,553.03,185.0,185.0,185.0
SAL50341,Cosmo Newbery,WA,143.0,15797.94,57.0,57.0,57.0
SAL50342,Cossack (Wa),WA,14.0,24.27,0.0,0.0,0.0
SAL50343,Cottesloe,WA,7750.0,5.23,550.0,550.0,550.0
SAL50344,Courtenay,WA,55.0,95.64,270.0,270.0,270.0
SAL50345,Cowalellup,WA,19.0,484.27,0.0,0.0,0.0
SAL50346,Cowalla,WA,54.0,150.52,225.0,225.0,225.0
SAL50347,Cowaramup,WA,2482.0,138.54,390.0,390.0,390.0
SAL50348,Cowcowing,WA,19.0,321.33,0.0,0.0,0.0
SAL50349,Coyrecup,WA,31.0,318.93,145.0,145.0,145.0
SAL50350,Craigie (Wa),WA,6456.0,6.49,375.0,375.0,375.0
SAL50351,Cramphorne,WA,43.0,996.14,0.0,0.0,0.0
SAL50352,Cranbrook (Wa),WA,505.0,1772.12,174.0,174.0,174.0
SAL50353,Crawley,WA,3975.0,1.98,350.0,350.0,350.0
SAL50354,Crooked Brook,WA,272.0,152.32,280.0,280.0,280.0
SAL50355,Crossman,WA,153.0,194.52,302.0,302.0,302.0
SAL50356,Crowea,WA,97.0,397.98,68.0,68.0,68.0
SAL50357,Cuballing,WA,456.0,257.75,280.0,280.0,280.0
SAL50358,Cubbine,WA,27.0,234.56,0.0,0.0,0.0
SAL50359,Cue,WA,140.0,119.94,100.0,100.0,100.0
SAL50360,Culham,WA,26.0,126.07,200.0,200.0,200.0
SAL50361,Cullacabardee,WA,45.0,21.77,150.0,150.0,150.0
SAL50362,Cullalla,WA,12.0,163.34,260.0,260.0,260.0
SAL50363,Cundeelee,WA,139.0,17986.64,0.0,0.0,0.0
SAL50364,Cunderdin,WA,824.0,459.3,200.0,200.0,200.0
SAL50365,Cundinup,WA,62.0,227.82,205.0,205.0,205.0
SAL50366,Cunjardine,WA,20.0,207.64,0.0,0.0,0.0
SAL50367,Currambine,WA,6834.0,4.36,400.0,400.0,400.0
SAL50368,Cuthbert,WA,157.0,9.85,250.0,250.0,250.0
SAL50369,Daadenning Creek,WA,32.0,399.58,300.0,300.0,300.0
SAL50370,Daggar Hills,WA,32.0,6816.85,0.0,0.0,0.0
SAL50371,Daglish,WA,1551.0,0.88,295.0,295.0,295.0
SAL50372,Dale,WA,190.0,536.61,215.0,215.0,215.0
SAL50373,Daliak,WA,58.0,61.13,550.0,550.0,550.0
SAL50374,Dalkeith,WA,4398.0,4.19,802.0,802.0,802.0
SAL50375,Dalwallinu,WA,826.0,939.01,231.0,231.0,231.0
SAL50376,Dalyellup,WA,9770.0,23.5,350.0,350.0,350.0
SAL50377,Dalyup,WA,150.0,1065.64,175.0,175.0,175.0
SAL50378,Dampier,WA,1282.0,11.28,480.0,480.0,480.0
SAL50379,Dampier Archipelago,WA,0.0,143.03,0.0,0.0,0.0
SAL50380,Dampier Peninsula,WA,1051.0,5226.22,120.0,120.0,120.0
SAL50381,Dandanning,WA,26.0,281.38,225.0,225.0,225.0
SAL50382,Dandaragan,WA,292.0,1320.09,205.0,205.0,205.0
SAL50383,Dangin,WA,31.0,105.29,0.0,0.0,0.0
SAL50384,Darch,WA,7347.0,4.64,460.0,460.0,460.0
SAL50385,Dardadine,WA,15.0,100.4,0.0,0.0,0.0
SAL50386,Dardanup,WA,588.0,10.03,285.0,285.0,285.0
SAL50387,Dardanup West,WA,669.0,26.24,300.0,300.0,300.0
SAL50388,Darkan,WA,371.0,960.82,151.0,151.0,151.0
SAL50389,Darling Downs,WA,1591.0,13.75,400.0,400.0,400.0
SAL50390,Darlington (Wa),WA,3725.0,16.79,420.0,420.0,420.0
SAL50391,Darradup,WA,41.0,470.42,200.0,200.0,200.0
SAL50392,Dartmoor (Wa),WA,9.0,718.39,0.0,0.0,0.0
SAL50393,Dartnall,WA,33.0,228.0,0.0,0.0,0.0
SAL50394,Datatine,WA,18.0,254.08,0.0,0.0,0.0
SAL50395,Davenport (Wa),WA,8.0,16.83,669.0,669.0,669.0
SAL50396,Dawesville,WA,7143.0,18.06,350.0,350.0,350.0
SAL50397,Dayton,WA,5507.0,3.35,360.0,360.0,360.0
SAL50398,De Grey,WA,24.0,3578.63,88.0,88.0,88.0
SAL50399,Deanmill,WA,327.0,45.26,195.0,195.0,195.0
SAL50400,Deepdale,WA,973.0,9.01,390.0,390.0,390.0
SAL50401,Deepdene (Wa),WA,56.0,57.11,250.0,250.0,250.0
SAL50402,Denbarker,WA,93.0,298.28,125.0,125.0,125.0
SAL50403,Denham,WA,849.0,1401.25,220.0,220.0,220.0
SAL50404,Denmark,WA,2691.0,17.46,300.0,300.0,300.0
SAL50405,Derby (Wa),WA,3222.0,515.89,180.0,180.0,180.0
SAL50406,Devils Creek,WA,16.0,340.89,0.0,0.0,0.0
SAL50407,Dewars Pool,WA,82.0,117.9,350.0,350.0,350.0
SAL50408,Diamond Tree,WA,28.0,59.29,0.0,0.0,0.0
SAL50409,Dianella,WA,24169.0,14.94,340.0,340.0,340.0
SAL50410,Dindiloa,WA,13.0,109.69,0.0,0.0,0.0
SAL50411,Dingup,WA,195.0,139.08,168.0,168.0,168.0
SAL50412,Dinninup,WA,161.0,504.09,210.0,210.0,210.0
SAL50413,Dirk Hartog Island,WA,9.0,779.66,0.0,0.0,0.0
SAL50414,Dixvale,WA,68.0,31.22,300.0,300.0,300.0
SAL50415,Djugun,WA,3291.0,10.42,350.0,350.0,350.0
SAL50416,Dongara,WA,1393.0,11.14,268.0,268.0,268.0
SAL50417,Dongolocking,WA,53.0,395.28,0.0,0.0,0.0
SAL50418,Donnelly River,WA,5.0,124.39,0.0,0.0,0.0
SAL50419,Donnybrook (Wa),WA,3035.0,35.49,300.0,300.0,300.0
SAL50420,Doodenanning,WA,51.0,174.88,0.0,0.0,0.0
SAL50421,Doodlakine,WA,81.0,341.13,190.0,190.0,190.0
SAL50422,Dorre Island,WA,0.0,61.22,0.0,0.0,0.0
SAL50423,Doubleview,WA,9205.0,3.62,400.0,400.0,400.0
SAL50424,Dowerin,WA,436.0,400.37,170.0,170.0,170.0
SAL50425,Drome,WA,52.0,74.17,300.0,300.0,300.0
SAL50426,Drummond Cove,WA,1605.0,1.99,330.0,330.0,330.0
SAL50427,Dryandra,WA,7.0,82.15,0.0,0.0,0.0
SAL50428,Drysdale River,WA,38.0,20936.4,600.0,600.0,600.0
SAL50429,Dudawa,WA,34.0,472.6,200.0,200.0,200.0
SAL50430,Dudinin,WA,59.0,564.22,0.0,0.0,0.0
SAL50431,Dudley Park (Wa),WA,6957.0,10.04,310.0,310.0,310.0
SAL50432,Dukin,WA,33.0,279.88,0.0,0.0,0.0
SAL50433,Dulbelling,WA,52.0,233.34,1500.0,1500.0,1500.0
SAL50434,Dulyalbin,WA,27.0,460.16,0.0,0.0,0.0
SAL50435,Dumbarton,WA,266.0,99.02,312.0,312.0,312.0
SAL50436,Dumberning,WA,193.0,188.12,400.0,400.0,400.0
SAL50437,Dumbleyung,WA,299.0,366.36,150.0,150.0,150.0
SAL50438,Duncraig,WA,15982.0,10.67,460.0,460.0,460.0
SAL50439,Dundas (Wa),WA,0.0,1386.15,0.0,0.0,0.0
SAL50440,Dunn Rock,WA,11.0,813.1,0.0,0.0,0.0
SAL50441,Dunsborough,WA,6413.0,23.25,450.0,450.0,450.0
SAL50442,Durack (Wa),WA,169.0,31918.88,136.0,136.0,136.0
SAL50443,Duranillin,WA,53.0,249.26,0.0,0.0,0.0
SAL50444,Durawah,WA,6.0,183.42,185.0,185.0,185.0
SAL50445,Dwarda,WA,30.0,166.69,180.0,180.0,180.0
SAL50446,Dwellingup,WA,524.0,38.28,274.0,274.0,274.0
SAL50447,Eagle Bay,WA,120.0,2.39,650.0,650.0,650.0
SAL50448,East Augusta,WA,41.0,5.65,150.0,150.0,150.0
SAL50449,East Ballidu,WA,35.0,581.11,0.0,0.0,0.0
SAL50450,East Beverley,WA,96.0,355.41,46.0,46.0,46.0
SAL50451,East Bowes,WA,46.0,213.98,300.0,300.0,300.0
SAL50452,East Bunbury,WA,4019.0,5.07,300.0,300.0,300.0
SAL50453,East Cannington,WA,6512.0,3.83,350.0,350.0,350.0
SAL50454,East Carnarvon,WA,798.0,5.04,262.0,262.0,262.0
SAL50455,East Chapman,WA,43.0,101.99,138.0,138.0,138.0
SAL50456,East Damboring,WA,9.0,139.8,0.0,0.0,0.0
SAL50457,East Fremantle,WA,7819.0,4.38,420.0,420.0,420.0
SAL50458,East Lyons River,WA,13.0,13337.44,0.0,0.0,0.0
SAL50459,East Munglinup,WA,39.0,1138.16,350.0,350.0,350.0
SAL50460,East Murchison,WA,0.0,9134.52,0.0,0.0,0.0
SAL50461,East Nabawa,WA,7.0,138.45,0.0,0.0,0.0
SAL50462,East Nannup,WA,43.0,153.24,238.0,238.0,238.0
SAL50463,East Newdegate,WA,17.0,722.66,0.0,0.0,0.0
SAL50464,East Perth,WA,11681.0,4.47,410.0,410.0,410.0
SAL50465,East Pingelly,WA,211.0,1303.38,175.0,175.0,175.0
SAL50466,East Popanyinning,WA,18.0,148.39,130.0,130.0,130.0
SAL50467,East Rockingham,WA,311.0,12.3,250.0,250.0,250.0
SAL50468,East Victoria Park,WA,10569.0,5.38,350.0,350.0,350.0
SAL50469,East Wickepin,WA,19.0,193.14,0.0,0.0,0.0
SAL50470,East Yuna,WA,38.0,646.66,0.0,0.0,0.0
SAL50471,Eastbrook,WA,140.0,87.25,320.0,320.0,320.0
SAL50472,Eaton (Wa),WA,8669.0,9.26,340.0,340.0,340.0
SAL50473,Eden Hill,WA,3703.0,3.16,340.0,340.0,340.0
SAL50474,Edgewater,WA,4657.0,6.75,390.0,390.0,390.0
SAL50475,Eganu,WA,70.0,1860.1,0.0,0.0,0.0
SAL50476,Eglinton (Wa),WA,3705.0,21.3,350.0,350.0,350.0
SAL50477,Eighty Mile Beach,WA,120.0,10108.86,0.0,0.0,0.0
SAL50478,Elabbin,WA,22.0,177.47,150.0,150.0,150.0
SAL50479,Elachbutting,WA,9.0,1341.19,0.0,0.0,0.0
SAL50480,Elgin (Wa),WA,133.0,86.92,300.0,300.0,300.0
SAL50481,Elleker,WA,356.0,47.67,250.0,250.0,250.0
SAL50482,Ellenbrook,WA,24668.0,17.93,350.0,350.0,350.0
SAL50483,Ellendale (Wa),WA,25.0,229.91,0.0,0.0,0.0
SAL50484,Embleton,WA,3600.0,2.43,340.0,340.0,340.0
SAL50485,Emu Flat (Wa),WA,8.0,6117.25,0.0,0.0,0.0
SAL50486,Emu Point,WA,285.0,2.83,300.0,300.0,300.0
SAL50487,Eneabba,WA,142.0,1875.39,150.0,150.0,150.0
SAL50488,Ennuin,WA,0.0,1602.34,0.0,0.0,0.0
SAL50489,Eradu,WA,3.0,54.07,0.0,0.0,0.0
SAL50490,Eradu South,WA,5.0,95.12,0.0,0.0,0.0
SAL50491,Erskine (Wa),WA,5429.0,5.46,320.0,320.0,320.0
SAL50492,Esperance,WA,2080.0,3.65,235.0,235.0,235.0
SAL50493,Etmilyn,WA,0.0,50.85,0.0,0.0,0.0
SAL50494,Eucla,WA,37.0,6901.47,160.0,160.0,160.0
SAL50495,Eurardy,WA,0.0,1906.49,0.0,0.0,0.0
SAL50496,Ewlyamartup,WA,21.0,212.48,0.0,0.0,0.0
SAL50497,Exmouth,WA,2806.0,79.35,340.0,340.0,340.0
SAL50498,Exmouth Gulf,WA,49.0,5658.33,210.0,210.0,210.0
SAL50499,Fairbridge,WA,55.0,159.63,250.0,250.0,250.0
SAL50500,Falcon,WA,5531.0,8.95,300.0,300.0,300.0
SAL50501,Ferguson (Wa),WA,233.0,59.64,300.0,300.0,300.0
SAL50502,Ferndale (Wa),WA,4457.0,4.45,314.0,314.0,314.0
SAL50503,Feysville,WA,8.0,1464.25,90.0,90.0,90.0
SAL50504,Fimiston,WA,0.0,5.45,0.0,0.0,0.0
SAL50505,Finucane,WA,0.0,2.38,0.0,0.0,0.0
SAL50506,Fitzgerald (Wa),WA,0.0,4.17,0.0,0.0,0.0
SAL50507,Fitzgerald River National Park,WA,4.0,3519.12,0.0,0.0,0.0
SAL50508,Fitzroy Crossing,WA,1181.0,31.32,100.0,100.0,100.0
SAL50509,Flint,WA,0.0,798.1,0.0,0.0,0.0
SAL50510,Floreat,WA,8621.0,6.38,600.0,600.0,600.0
SAL50511,Flynn (Wa),WA,0.0,595.41,0.0,0.0,0.0
SAL50512,Forest Grove (Wa),WA,253.0,187.38,250.0,250.0,250.0
SAL50513,Forest Hill (Wa),WA,143.0,307.37,190.0,190.0,190.0
SAL50514,Forrest (Wa),WA,3.0,43038.82,0.0,0.0,0.0
SAL50515,Forrest Beach (Wa),WA,34.0,25.29,883.0,883.0,883.0
SAL50516,Forrestania,WA,28.0,4484.79,0.0,0.0,0.0
SAL50517,Forrestdale,WA,1027.0,44.35,350.0,350.0,350.0
SAL50518,Forrestfield,WA,13181.0,23.81,350.0,350.0,350.0
SAL50519,Fortescue (Wa),WA,190.0,10868.57,50.0,50.0,50.0
SAL50520,Frankland River,WA,353.0,2045.69,155.0,155.0,155.0
SAL50521,Fraser Range,WA,50.0,28404.56,0.0,0.0,0.0
SAL50522,Fremantle,WA,9251.0,7.73,380.0,380.0,380.0
SAL50523,Furnissdale,WA,1061.0,9.79,231.0,231.0,231.0
SAL50524,Gabalong,WA,8.0,103.29,0.0,0.0,0.0
SAL50525,Gabbadah,WA,764.0,89.77,250.0,250.0,250.0
SAL50526,Gabbin,WA,44.0,1095.08,400.0,400.0,400.0
SAL50527,Gairdner,WA,105.0,1428.5,109.0,109.0,109.0
SAL50528,Gap Ridge,WA,175.0,64.09,0.0,0.0,0.0
SAL50529,Garden Island (Wa),WA,772.0,17.39,0.0,0.0,0.0
SAL50530,Gascoyne Junction,WA,65.0,25.76,75.0,75.0,75.0
SAL50531,Gascoyne River,WA,87.0,32825.42,69.0,69.0,69.0
SAL50532,Geegully Creek,WA,9.0,9988.04,0.0,0.0,0.0
SAL50533,Gelorup,WA,2255.0,35.59,380.0,380.0,380.0
SAL50534,Geographe,WA,3622.0,8.26,360.0,360.0,360.0
SAL50535,Georgina (Wa),WA,80.0,92.92,264.0,264.0,264.0
SAL50536,Geraldton,WA,3246.0,5.85,220.0,220.0,220.0
SAL50537,Ghooli,WA,17.0,1333.47,0.0,0.0,0.0
SAL50538,Gibb,WA,80.0,14157.33,41.0,41.0,41.0
SAL50539,Gibson,WA,406.0,1061.66,290.0,290.0,290.0
SAL50540,Gibson Desert North,WA,262.0,134917.53,50.0,50.0,50.0
SAL50541,Gibson Desert South,WA,4.0,22760.58,0.0,0.0,0.0
SAL50542,Gidgegannup,WA,2818.0,422.95,350.0,350.0,350.0
SAL50543,Gilgering,WA,85.0,220.13,250.0,250.0,250.0
SAL50544,Gillimanning,WA,21.0,229.03,0.0,0.0,0.0
SAL50545,Gillingarra,WA,49.0,301.05,192.0,192.0,192.0
SAL50546,Gilroyd,WA,0.0,1004.97,0.0,0.0,0.0
SAL50547,Gingerah,WA,0.0,29640.39,0.0,0.0,0.0
SAL50548,Gingin,WA,902.0,13.04,305.0,305.0,305.0
SAL50549,Ginginup,WA,33.0,100.09,75.0,75.0,75.0
SAL50550,Girrawheen,WA,8897.0,5.67,293.0,293.0,293.0
SAL50551,Gledhow,WA,1079.0,9.85,310.0,310.0,310.0
SAL50552,Glen Forrest,WA,2789.0,18.14,380.0,380.0,380.0
SAL50553,Glen Iris (Wa),WA,3143.0,6.77,330.0,330.0,330.0
SAL50554,Glen Mervyn,WA,47.0,54.5,0.0,0.0,0.0
SAL50555,Glencoe (Wa),WA,25.0,139.27,0.0,0.0,0.0
SAL50556,Glendalough,WA,2628.0,1.01,280.0,280.0,280.0
SAL50557,Glenfield (Wa),WA,1009.0,10.65,320.0,320.0,320.0
SAL50558,Glenlynn,WA,112.0,63.11,225.0,225.0,225.0
SAL50559,Glenoran,WA,97.0,363.9,209.0,209.0,209.0
SAL50560,Glentromie,WA,44.0,246.82,100.0,100.0,100.0
SAL50561,Gnangara,WA,1347.0,20.54,300.0,300.0,300.0
SAL50562,Gnarabup,WA,525.0,3.5,420.0,420.0,420.0
SAL50563,Gnoorea,WA,5.0,15.63,0.0,0.0,0.0
SAL50564,Gnowangerup,WA,568.0,5.52,200.0,200.0,200.0
SAL50565,Gnowellen,WA,30.0,530.26,0.0,0.0,0.0
SAL50566,Golden Bay,WA,5681.0,6.21,350.0,350.0,350.0
SAL50567,Goode Beach,WA,258.0,1.74,368.0,368.0,368.0
SAL50568,Goodlands,WA,29.0,2830.92,700.0,700.0,700.0
SAL50569,Goomalling,WA,508.0,62.08,180.0,180.0,180.0
SAL50570,Goomarin,WA,15.0,381.06,100.0,100.0,100.0
SAL50571,Gooseberry Hill,WA,3323.0,11.57,400.0,400.0,400.0
SAL50572,Gorge Rock,WA,33.0,349.57,100.0,100.0,100.0
SAL50573,Gorrie,WA,0.0,36.65,0.0,0.0,0.0
SAL50574,Gosnells,WA,21149.0,21.83,290.0,290.0,290.0
SAL50575,Gracetown,WA,238.0,58.35,295.0,295.0,295.0
SAL50576,Granville (Wa),WA,38.0,60.15,0.0,0.0,0.0
SAL50577,Grass Patch,WA,113.0,2123.19,140.0,140.0,140.0
SAL50578,Grass Valley,WA,158.0,83.15,225.0,225.0,225.0
SAL50579,Green Head,WA,293.0,149.91,245.0,245.0,245.0
SAL50580,Green Range,WA,62.0,696.19,125.0,125.0,125.0
SAL50581,Green Valley (Wa),WA,57.0,94.67,280.0,280.0,280.0
SAL50582,Greenbushes,WA,365.0,76.12,200.0,200.0,200.0
SAL50583,Greenfields,WA,9869.0,14.1,295.0,295.0,295.0
SAL50584,Greenhills,WA,46.0,92.38,280.0,280.0,280.0
SAL50585,Greenmount (Wa),WA,2666.0,6.7,345.0,345.0,345.0
SAL50586,Greenough,WA,344.0,88.45,350.0,350.0,350.0
SAL50587,Greenwood (Wa),WA,9861.0,7.47,390.0,390.0,390.0
SAL50588,Greenwoods Valley,WA,23.0,170.18,0.0,0.0,0.0
SAL50589,Gregory (Wa),WA,53.0,0.15,275.0,275.0,275.0
SAL50590,Grey,WA,5.0,2.45,240.0,240.0,240.0
SAL50591,Greys Plain,WA,156.0,8.32,65.0,65.0,65.0
SAL50592,Grimwade,WA,0.0,72.36,0.0,0.0,0.0
SAL50593,Guilderton,WA,158.0,11.9,255.0,255.0,255.0
SAL50594,Guildford (Wa),WA,2040.0,4.43,350.0,350.0,350.0
SAL50595,Gundaring,WA,5.0,137.27,250.0,250.0,250.0
SAL50596,Gunyidi,WA,30.0,539.11,200.0,200.0,200.0
SAL50597,Gutha,WA,41.0,875.94,0.0,0.0,0.0
SAL50598,Gwambygine,WA,83.0,60.36,0.0,0.0,0.0
SAL50599,Gwelup,WA,5391.0,4.08,600.0,600.0,600.0
SAL50600,Gwindinup,WA,52.0,22.1,180.0,180.0,180.0
SAL50601,Hacketts Gully,WA,55.0,17.12,270.0,270.0,270.0
SAL50602,Halls Creek (Wa),WA,1572.0,48.98,125.0,125.0,125.0
SAL50603,Halls Head,WA,14474.0,14.8,350.0,350.0,350.0
SAL50604,Hamel,WA,286.0,31.65,250.0,250.0,250.0
